Run,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Experiment,Instrument,Library Name,Platform,ReleaseDate,Sample Name,Sample_type,SRA Study,Strain,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,HOST,Isolate,Note
SRR6669905,PRJNA432884,SAMN08465280,"Microbe\, viral or environmental",1425403314,INSTITUT PASTEUR,Jan-14,public,SRX3646665,Illumina HiSeq 2000,CEC4494,ILLUMINA,2018-06-05T00:00:00Z,CEC4494,cell culture,SRP132163,CEC4494,France,Europe,France,Food spoilage,,,
SRR6669879,PRJNA432884,SAMN08465212,"Microbe\, viral or environmental",572910172,INSTITUT PASTEUR,Jan-05,public,SRX3646691,Illumina HiSeq 2000,CEC3619,ILLUMINA,2018-06-05T00:00:00Z,CEC3619,cell culture,SRP132163,CEC3619,Belgium,Europe,Belgium,Mouth,Homo sapiens,C87,
SRR6669919,PRJNA432884,SAMN08465196,"Microbe\, viral or environmental",989764364,INSTITUT PASTEUR,Jan-04,public,SRX3646651,Illumina HiSeq 2000,CEC3600,ILLUMINA,2018-06-05T00:00:00Z,CEC3600,cell culture,SRP132163,CEC3600,France,Europe,France: Rennes,feces,Sturnus vulgaris,X14,
SRR6669939,PRJNA432884,SAMN08465202,"Microbe\, viral or environmental",669524357,INSTITUT PASTEUR,Jan-09,public,SRX3646631,Illumina HiSeq 2000,CEC3609,ILLUMINA,2018-06-05T00:00:00Z,CEC3609,cell culture,SRP132163,CEC3609,Morocco,Africa,Morocco,Vagina,Homo sapiens,M9,
SRR6669977,PRJNA432884,SAMN08465325,"Microbe\, viral or environmental",863058384,INSTITUT PASTEUR,Sep-06,public,SRX3646593,Illumina HiSeq 2000,CEC704,ILLUMINA,2018-06-05T00:00:00Z,CEC704,cell culture,SRP132163,CEC704,France,Europe,France,Mouth,Homo sapiens,POU,
SRR6669848,PRJNA432884,SAMN08465237,"Microbe\, viral or environmental",899425217,INSTITUT PASTEUR,Jan-02,public,SRX3646722,Illumina HiSeq 2000,CEC3676,ILLUMINA,2018-06-05T00:00:00Z,CEC3676,cell culture,SRP132163,CEC3676,France,Europe,France: Paris,urine,Homo sapiens,SLSURRC1,
SRR6669921,PRJNA432884,SAMN08465198,"Microbe\, viral or environmental",441711332,INSTITUT PASTEUR,Jan-09,public,SRX3646649,Illumina HiSeq 2000,CEC3602,ILLUMINA,2018-06-05T00:00:00Z,CEC3602,cell culture,SRP132163,CEC3602,Morocco,Africa,Morocco,Vagina,Homo sapiens,M52,
SRR6669991,PRJNA432884,SAMN08465188,"Microbe\, viral or environmental",717229266,INSTITUT PASTEUR,Jan-05,public,SRX3646579,Illumina HiSeq 2000,CEC3557,ILLUMINA,2018-06-05T00:00:00Z,CEC3557,cell culture,SRP132163,CEC3557,Belgium,Europe,Belgium,feces,Homo sapiens,C11,
SRR6669872,PRJNA432884,SAMN08465295,"Microbe\, viral or environmental",845208751,INSTITUT PASTEUR,Jan-14,public,SRX3646698,Illumina HiSeq 2500,CEC4861,ILLUMINA,2018-06-05T00:00:00Z,CEC4861,cell culture,SRP132163,CEC4861,China,Asia,China,Vagina,Homo sapiens,E373,
SRR6669859,PRJNA432884,SAMN08465300,"Microbe\, viral or environmental",925481049,INSTITUT PASTEUR,Jan-14,public,SRX3646711,Illumina HiSeq 2500,CEC4879,ILLUMINA,2018-06-05T00:00:00Z,CEC4879,cell culture,SRP132163,CEC4879,China,Asia,China,Vagina,Homo sapiens,8350,
SRR6669857,PRJNA432884,SAMN08465161,"Microbe\, viral or environmental",649385533,INSTITUT PASTEUR,Dec-09,public,SRX3646713,Illumina HiSeq 2000,CEC2022,ILLUMINA,2018-06-05T00:00:00Z,CEC2022,cell culture,SRP132163,CEC2022,France,Europe,France: Rouen,Disseminated candidiasis,Homo sapiens,GEFrouen,
SRR6669886,PRJNA432884,SAMN08465290,"Microbe\, viral or environmental",1218878438,INSTITUT PASTEUR,Jan-93,public,SRX3646684,Illumina HiSeq 2500,CEC4856,ILLUMINA,2018-06-05T00:00:00Z,CEC4856,cell culture,SRP132163,CEC4856,Angola,Africa,Angola,Vagina,Homo sapiens,A1622/1993,
SRR6669901,PRJNA432884,SAMN08465223,"Microbe\, viral or environmental",606797152,INSTITUT PASTEUR,Jan-02,public,SRX3646669,Illumina HiSeq 2000,CEC3659,ILLUMINA,2018-06-05T00:00:00Z,CEC3659,cell culture,SRP132163,CEC3659,France,Europe,France: Paris,urine,Homo sapiens,ABCURRM1,
SRR6669912,PRJNA432884,SAMN08465277,"Microbe\, viral or environmental",513553959,INSTITUT PASTEUR,Jan-13,public,SRX3646658,Illumina HiSeq 2000,CEC4489,ILLUMINA,2018-06-05T00:00:00Z,CEC4489,cell culture,SRP132163,CEC4489,France,Europe,France,Food spoilage,,,
SRR6669949,PRJNA432884,SAMN08465250,"Microbe\, viral or environmental",745955439,INSTITUT PASTEUR,Jan-02,public,SRX3646621,Illumina HiSeq 2000,CEC3711,ILLUMINA,2018-06-05T00:00:00Z,CEC3711,cell culture,SRP132163,CEC3711,France,Europe,France: Paris,urine,Homo sapiens,EGPURRM25,
SRR6670007,PRJNA432884,SAMN08465156,"Microbe\, viral or environmental",1477493294,INSTITUT PASTEUR,Jan-12,public,SRX3646563,Illumina HiSeq 2000,CEC1492,ILLUMINA,2018-06-05T00:00:00Z,CEC1492,cell culture,SRP132163,CEC1492,,,,,Homo sapiens,,
